t,x,y,z,vx,vy,vz
1669800.0,3852.377475102114,2002.6813699697782,5797.298166483326,-4.119645935041897,-4.216670823074868,4.4367737826023514
1670100.0,2457.082609149241,664.4158920089423,6838.504668983375,-5.106211639854943,-4.634187133683223,2.458394856199698
1670400.0,836.982079520064,-734.9542181225188,7254.097813513563,-5.610835128651797,-4.624041625262726,0.2975576889691758
1670700.0,-858.5558314327066,-2068.697305782545,7017.452398050143,-5.608030809011203,-4.201680521859984,-1.859518688776967
1671000.0,-2478.0496358700148,-3218.939637835756,6156.366632708452,-5.108428799627742,-3.409856285005532,-3.8373358674441187
1671300.0,-3878.1317033689,-4084.189891968211,4748.977607934973,-4.155026031131881,-2.314509418114339,-5.47658351603282
1671600.0,-4932.935261839493,-4585.896753743281,2918.1795134617983,-2.821322988419953,-1.002312389423377,-6.6391151103687776
1671900.0,-5543.13470686078,-4674.391131716387,824.3162262204507,-1.210663772711742,0.4212154578207726,-7.214829917355747
1672200.0,-5644.718474963186,-4334.1157090327915,-1344.665933228573,0.5453370587007078,1.834924903862371,-7.131687183868406
1672500.0,-5216.8780694218485,-3587.490408235513,-3386.407070487879,2.291383343821014,3.1080920347603262,-6.367746839433132
1672800.0,-4287.827886608773,-2496.376408463452,-5101.030457590562,3.8580793761849064,4.110597321582271,-4.963347435625684
1673100.0,-2936.788354992918,-1159.79695309197,-6311.191543282138,5.077960807166662,4.727533480533985,-3.0290702232955913
1673400.0,-1290.312753019729,293.16616617871614,-6883.275629126202,5.806786933280289,4.8763395226722555,-0.7447374809002725
1673700.0,488.1809900895633,1715.608838524433,-6746.484979356787,5.946849707057907,4.523202662637166,1.6540929340246493
1674000.0,2215.55832795596,2959.290586917254,-5905.820814249481,5.467179401645766,3.6942018425720096,3.903190052295067
1674300.0,3710.9309198716915,3893.133605718382,-4445.252928521381,4.414473772573229,2.4769866654589485,5.747144267506458
1674600.0,4818.846202291546,4420.424084128705,-2518.9241555178533,2.9096850410971786,1.010172248157766,6.9800112806892445
1674900.0,5429.052796138513,4491.02964399304,-331.0759432368876,1.128841521611624,-0.5386761038863644,7.477892146413323
1675200.0,5488.6586741339115,4106.002332078805,1891.27591004124,-0.7271968489523604,-2.0004991965215133,7.2134820360058525
1675500.0,5004.702083862606,3314.1501197369344,3926.817162505919,-2.464652471441463,-3.2294525859483665,6.249381436384473
1675800.0,4038.131588543689,2202.492045455292,5583.824228064008,-3.9209559988710563,-4.118270032734982,4.715799772706713
1676100.0,2692.306263014776,883.7333098562137,6716.344588335051,-4.977022317721583,-4.602989866920459,2.7832160881095933
1676400.0,1099.431442834727,-516.417707316903,7232.5621328213965,-5.5593598197176695,-4.6600080691325925,0.6386829498434106
1676700.0,-592.6573123687104,-1870.4693748182142,7097.103453228955,-5.636394104537157,-4.299936255502225,-1.5306920513110491
1677000.0,-2232.28328215961,-3058.4666476356074,6329.465216288384,-5.2132939064217965,-3.561518979515375,-3.5473995014389246
1677300.0,-3674.311554864898,-3975.725283955746,5000.21258416808,-4.327991230121132,-2.507248521110705,-5.249286305974018
1677600.0,-4789.620026263628,-4539.526527560659,3225.6546483654242,-3.0491073459124394,-1.220731331774638,-6.49443510348367
1677900.0,-5474.178627123849,-4695.1681416658175,1160.861888243648,-1.475213821450637,0.1951906191916853,-7.167678994480259
1678200.0,-5657.891361844311,-4421.359233801307,-1009.712538818203,0.266405517249989,1.621265941438522,-7.1901290302839325
1678500.0,-5312.711007671164,-3734.395638613522,-3084.868321788264,2.023706840528016,2.9274087885542865,-6.531139561737376
